iter	Logloss
429	0.3360588032
430	0.3360200972
431	0.3358376137
432	0.3356526344
433	0.3354949829
434	0.33532929
435	0.3351598508
436	0.3350463143
437	0.3348755158
438	0.334833843
439	0.3346437873
440	0.334539048
441	0.3344006548
442	0.334389196
443	0.3342684756
444	0.3342077411
445	0.3340796304
446	0.3340065865
447	0.3340028601
448	0.3339215973
449	0.3339090528
450	0.3336464814
451	0.3335896995
452	0.3334952805
453	0.3334187777
454	0.3333014245
455	0.3331849764
456	0.3330760547
457	0.333059596
458	0.3329905899
459	0.3329349546
460	0.3327958253
461	0.3326524723
462	0.3324102249
463	0.3322897543
464	0.332240903
465	0.3321589853
466	0.3319902412
467	0.3318604916
468	0.331732996
469	0.3316679265
470	0.3315136175
471	0.3313942073
472	0.3313929045
473	0.3312827897
474	0.3311397096
475	0.3310872893
476	0.3309299026
477	0.3308929367
478	0.3307701853
479	0.3307345771
480	0.3306913623
481	0.3305806977
482	0.3303733542
483	0.3303301033
484	0.3301804492
485	0.3300008623
486	0.3298289839
487	0.3297864556
488	0.3295372251
489	0.3295017402
490	0.3294978652
491	0.3293532274
492	0.3292910494
493	0.3291975007
494	0.3290341375
495	0.3289732378
496	0.3289377285
497	0.328899319
498	0.3287791995
499	0.3286093154
500	0.328534838
501	0.3284516405
502	0.3283215459
503	0.3282289366
504	0.3282173332
505	0.3280319577
506	0.3278096145
507	0.3277392272
508	0.3277046508
509	0.3275008584
510	0.3274786467
511	0.3273781638
512	0.3272338669
513	0.3271435101
514	0.3270365563
515	0.3269410319
516	0.3268213409
517	0.3265935607
518	0.3264888866
519	0.3262994614
520	0.3260130571
521	0.3259305437
522	0.3258920592
523	0.3258252
524	0.3257342629
525	0.3255986823
526	0.3254622127
527	0.3254100163
528	0.3253935499
529	0530	0.3227179505
531	0.322570697
532	0.3224943667
533	0.322369301
534	0.3223455721
535	0.3222483545
536	0.3221133648
537	0.3220358806
538	0.3219677964
539	0.321880966
540	0.3217731256
541	0.3216202281
542	0.3215957929
543	0.3215736152
544	0.3213742074
545	0.3211901447
546	0.3210278923
547	0.3209461144
548	0.3208959178
549	0.3208795706
550	0.3208349694
551	0.3206834116
552	0.3206401304
553	0.3204834782
554	0.3204533079
555	0.3203172227
556	0.3202337618
557	0.3201594846
558	0.3200691061
559	0.3200369966
560	0.3199678063
561	0.3199446894
562	0.3197809287
563	0.3197031105
564	0.3195948912
565	0.3194929809
566	0.3193730104
567	0.3192423682
568	0.3191612095
569	0.319117087
570	0.3189726446
571	0.3189157968
572	0.3188144826
573	0.3186860452
574	0.3185790874
575	0.318384409
576	0.3183257299
577	0.3181884994
578	0.318095351
579	0.3180221896
580	0.3179682114
581	0.3178618708
582	0.3177869231
583	0.317777115
584	0.317667248
585	0.3176167098
586	0.3175277787
587	0.3174870143
588	0.3174213457
589	0.3173526445
590	0.3172449594
591	0.3171281052
592	0.3169616887
593	0.3168471921
594	0.3168459599
595	0.3166799004
596	0.3166053507
597	0.3163364734
598	0.3160703619
599	0.3159577741
600	0.3158188532
601	0.3158044098
602	0.3157185136
603	0.3155357684
604	0.3154819236
605	0.3154539798
606	0.3153830153
607	0.3152562671
608	0.3152386366
609	0.3152095549
610	0.3150794755
611	0.3150226832
612	0.3149739444
613	0.3148220931
614	0.3147902589
615	0.3147088154
616	0.3146682754
617	0.3146081835
618	0.3145383633
619	0.3143646906
620	0.3143503477
621	0.3142882539
622	0.3140871674
623	0.313969096
624	0.3138805991
625	0.3137554604
626	0.3135794985
627	0.3134589162
628	0.3133286012
629	0.3132565735
630	0.3130675872
631	0.3129015231
632	0.3127188057
633	0.3126370424
634	0.3125267336
635	0.3124286654
636	0.3123269487
637	0.3122815298
638	0.3121557157
639	0.3120580485
640	0.3120198474
641	0.3118229685
642	0.3117569493
643	0.3116128901
644	0.3114827468
645	0.3113102306
646	0.3112503044
647	0.3111362845
648	0.3110004627
649	0.3108937337
650	0.3108417653
651	0.3107463113
652	0.3106234197
653	0.3105393499
654	0.3103488659
655	0.3102147878
656	0.3101649794
657	0.3100719922
658	0.3099812441
659	0.3099286312
660	0.3097621721
661	0.3096991538
662	0.3096063092
663	0.3095004328
664	0.3093820509
665	0.3093518109
666	0.3092052259
667	0.3091005257
668	0.3090229912
669	0.3088870192
670	0.3088092612
671	0.308676759
672	0.3086030572
673	0.3085724806
674	0.3084846595
675	0.3084404208
676	0.3082890392
677	0.3082196542
678	0.3080777231
679	0.3079937026
680	0.3078477857
681	0.3077528967
682	0.3076217293
683	0.3075246309
684	0.3074475849
685	0.3072947558
686	0.307129927
687	0.3071034505
688	0.306940546
689	0.3067769417
690	0.3067636152
691	0.30674612
692	0.3066761081
693	0.3065897569
694	0.3065246449
695	0.3065081734
696	0.3063999963
697	0.3063144356
698	0.3061970571
699	0.3061505461
700	0.3059661019
701	0.3058654031
702	0.3057973447
703	0.3057874888
704	0.3056785032
705	0.3055618272
706	0.3054334353
707	0.3053310457
708	0.3053166259
709	0.305169041
710	0.3051251287
711	0.3050896481
712	0.3049941078
713	0.3049089484
714	0.3048023108
715	0.3047079747
716	0.3046138099
717	0.304472417
718	0.3043897976
719	0.3042346567
720	0.3041197582
721	0.3040586093
722	0.3039560462
723	0.3038435471
724	0.3037521796
725	0.3037493276
726	0.3036773977
727	0.3035815148
728	0.3034941348
729	0.3033931402
730	0.3032949589
731	0.3032369197
732	0.3031166197
733	0.3030638708
734	0.302921454
735	0.302893641
736	0.3028786358
737	0.3027347549
738	0.3026709455
739	0.3025706495
740	0.3025029649
741	0.3023467957
742	0.3022323151
743	0.3021528639
744	0.3019430676
745	0.3018839853
746	0.3018392674
747	0.3017590683
748	0.3016411008
749	0.3015107667
750	0.3014453399
751	0.3013667233
752	0.3012448175
753	0.3011625216
754	0.3010767085
755	0.3009624707
756	0.3009107879
757	0.3008757927
758	0.3008085533
759	0.3007989809
760	0.3007372215
761	0.3005744055
762	0.3004111047
763	0.3003334992
764	0.3001463861
765	0.3000297642
766	0.2999752145
767	0.299912236
768	0.2998341399
769	0.2997751537
770	0.2996265773
771	0.2995297342
772	0.2994273421
773	0.2994025852
774	0.2993082905
775	0.2992340181
776	0.2991445738
777	0.2990034188
778	0.2988830937
779	0.2987479476
780	0.2986915854
781	0.2985186893
782	0.2983340219
783	0.2982267584
784	0.2980927204
785	0.2979560917
786	0.2977937391
787	0.2976480298
788	0.2975662594
789	0.2974454024
790	0.2974291379
791	0.2973085043
792	0.2972125609
793	0.2971868741
794	0.2970612688
795	0.2969111328
796	0.2967910136
797	0.296752456
798	0.296650462
799	0.2965862114
800	0.2965047527
801	0.296469094
802	0.2963409996
803	0.2962263451
804	0.2961842867
805	0.2960765577
806	0.295985795
807	0.2958933817
808	0.2958265337
809	0.2958058741
810	0.295679544
811	0.2956224055
812	0.2954315051
813	0.2953439175
814	0.2952395676
815	0.2951423426
816	0.2950488339
817	0.2949570386
818	0.2948603876
819	0.2947819811
820	0.2946853056
821	0.294593119
822	0.2945097208
823	0.2944138239
824	0.2943573128
825	0.2941896574
826	0.2940326033
827	0.2938837514
828	0.2937959392
829	0.2937363578
830	0.2936520464
831	0.293645661
832	0.293479621
833	0.2932954219
834	0.2931534915
835	0.2930733781
836	0.2929796455
837	0.2929756998
838	0.292917543
839	0.2928286119
840	0.2927454673
841	0.2926705156
842	0.2926337445
843	0.2925349278
844	0.2924951223
845	0.292396402
846	0.2923218627
847	0.2922604734
848	0.2921779702
849	0.2920939565
850	0.2920209723
851	0.2919070903
852	0.291839497
853	0.2915964168
854	0.2915512802
855	0.2914320003
856	0.291337045
857	0.2911527474
858	0.290993179
859	0.2908169086
860	0.2905608805
861	0.2904337128
862	0.2903991831
863	0.2903447668
864	0.2902015593
865	0.2901122851
866	0.2900782974
867	0.2899980453
868	0.2899316502
869	0.2898405148
870	0.289763308
871	0.2896667898
872	0.2895886438
873	0.2895038487
874	0.2893230355
875	0.2891707315
876	0.2889528203
877	0.2888731251
878	0.2887766676
879	0.2887296728
880	0.2886747727
881	0.2886088445
882	0.2884421922
883	0.2883494215
884	0.288261647
885	0.2881458434
886	0.2880969283
887	0.2880609032
888	0.2880206287
889	0.2879077826
890	0.2878517715
891	0.2877761953
892	0.2875932985
893	0.2874753306
894	0.2874374478
895	0.2873911271
896	0.2872200285
897	0.2871618998
898	0.2871330997
899	0.2870570443
900	0.2869560035
901	0.2867984957
902	0.2867908749
903	0.2866964859
904	0.2865416482
905	0.2864402949
906	0.2863906074
907	0.2862280423
908	0.2861430351
909	0.2860522479
910	0.2859996214
911	0.2858573616
912	0.2858051749
913	0.2856614095
914	0.2855968201
915	0.2855064777
916	0.285418782
917	0.2853028345
918	0.2852230682
919	0.285181196
920	0.2851285832
921	0.285043794
922	0.2849376357
923	0.2849033043
924	0.2847691371
925	0.2846762154
926	0.2845959916
927	0.2845558577
928	0.2844752647
929	0.284391601
930	0.2843326247
931	0.2842342895
932	0.2841017561
933	0.2840728126
934	0.2839042992
935	0.2837015618
936	0.2835730109
937	0.2835513852
938	0.2835030883
939	0.2833831584
940	0.28333187
941	0.283264371
942	0.2830835845
943	0.2829385023
944	0.2828433201
945	0.282757783
946	0.2826719715
947	0.2826324858
948	0.2825870526
949	0.2824277042
950	0.2823556621
951	0.2823031495
952	0.2822654165
953	0.2822095987
954	0.2821192934
955	0.2820238472
956	0.2819428939
957	0.2818954118
958	0.2818361323
959	0.2818020305
960	0.2816714734
961	0.2816149192
962	0.2815775791
963	0.2815173065
964	0.2813598631
965	0.2812922568
966	0.2810763666
967	0.2810058467
968	0.2809670139
969	0.2808701664
970	0.2807783318
971	0.2806881058
972	0.2805949277
973	0.2803791583
974	0.2803083782
975	0.2802603877
976	0.2802302849
977	0.2801599899
978	0.2800321601
979	0.2799352339
980	0.2799040786
981	0.2797940712
982	0.2797083361
983	0.2796370779
984	0.2795699805
985	0.2795405232
986	0.2795210139
987	0.27929216
988	0.2790662801
989	0.2789609115
990	0.2788760809
991	0.2788107303
992	0.2787657481
993	0.278747796
994	0.2786435059
995	0.2785222102
996	0.278398573
997	0.2783641864
998	0.2782768145
999	0.2780540797
0.2994514165
